,status_id,status_type,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,day_month_year_published,month_year_published,year_published,month_published,time_published,positive_reactions,negative_reactions,hour_published,time_of_day_published,days_of_week,days_of_week(digits),day
1576,1577,video,2013-12-15 23:14:00,82,3,0,82,0,0,0,0,0,2013-12-15,2013-12,2013,Dec,23:12,82,0,23,Late Night,Sunday,0,Weekend
1577,1578,photo,2013-12-15 09:11:00,216,8,0,216,0,0,0,0,0,2013-12-15,2013-12,2013,Dec,09:12,216,0,9,Morning,Sunday,0,Weekend
1578,1579,video,2013-12-15 05:04:00,110,0,0,110,0,0,0,0,0,2013-12-15,2013-12,2013,Dec,05:12,110,0,5,Early Morning,Sunday,0,Weekend
1579,1580,video,2013-12-14 10:09:00,348,0,0,348,0,0,0,0,0,2013-12-14,2013-12,2013,Dec,10:12,348,0,10,Morning,Saturday,6,Weekend
1580,1581,video,2013-12-14 09:36:00,225,13,0,225,0,0,0,0,0,2013-12-14,2013-12,2013,Dec,09:12,225,0,9,Morning,Saturday,6,Weekend
1581,1582,photo,2013-12-14 07:11:00,80,1,0,80,0,0,0,0,0,2013-12-14,2013-12,2013,Dec,07:12,80,0,7,Early Morning,Saturday,6,Weekend
1582,1583,photo,2013-12-13 08:10:00,91,6,0,91,0,0,0,0,0,2013-12-13,2013-12,2013,Dec,08:12,91,0,8,Early Morning,Friday,5,Weekday
1583,1584,photo,2013-12-13 08:09:00,184,11,0,184,0,0,0,0,0,2013-12-13,2013-12,2013,Dec,08:12,184,0,8,Early Morning,Friday,5,Weekday
1584,1585,video,2013-12-13 06:41:00,562,0,0,562,0,0,0,0,0,2013-12-13,2013-12,2013,Dec,06:12,562,0,6,Early Morning,Friday,5,Weekday
1585,1586,photo,2013-12-13 03:37:00,184,0,0,184,0,0,0,0,0,2013-12-13,2013-12,2013,Dec,03:12,184,0,3,Late Night,Friday,5,Weekday
1586,1587,photo,2013-12-12 04:08:00,190,2,0,190,0,0,0,0,0,2013-12-12,2013-12,2013,Dec,04:12,190,0,4,Late Night,Thursday,4,Weekday
1587,1588,video,2013-12-10 08:33:00,360,23,2,360,0,0,0,0,0,2013-12-10,2013-12,2013,Dec,08:12,360,0,8,Early Morning,Tuesday,2,Weekday
1588,1589,video,2013-12-09 08:27:00,57,0,0,57,0,0,0,0,0,2013-12-09,2013-12,2013,Dec,08:12,57,0,8,Early Morning,Monday,1,Weekday
1589,1590,photo,2013-12-07 07:45:00,102,4,0,102,0,0,0,0,0,2013-12-07,2013-12,2013,Dec,07:12,102,0,7,Early Morning,Saturday,6,Weekend
1590,1591,photo,2013-12-07 00:09:00,152,2,0,152,0,0,0,0,0,2013-12-07,2013-12,2013,Dec,00:12,152,0,0,Late Night,Saturday,6,Weekend
1591,1592,photo,2013-12-05 22:44:00,263,14,0,263,0,0,0,0,0,2013-12-05,2013-12,2013,Dec,22:12,263,0,22,Night,Thursday,4,Weekday
1592,1593,video,2013-12-05 13:36:00,62,1,0,62,0,0,0,0,0,2013-12-05,2013-12,2013,Dec,13:12,62,0,13,Noon,Thursday,4,Weekday
1593,1594,video,2013-12-05 08:49:00,126,18,0,126,0,0,0,0,0,2013-12-05,2013-12,2013,Dec,08:12,126,0,8,Early Morning,Thursday,4,Weekday
1594,1595,photo,2013-12-04 01:34:00,114,3,0,114,0,0,0,0,0,2013-12-04,2013-12,2013,Dec,01:12,114,0,1,Late Night,Wednesday,3,Weekday
1595,1596,photo,2013-12-03 07:58:00,187,9,0,187,0,0,0,0,0,2013-12-03,2013-12,2013,Dec,07:12,187,0,7,Early Morning,Tuesday,2,Weekday
1596,1597,photo,2013-12-03 05:51:00,58,7,0,58,0,0,0,0,0,2013-12-03,2013-12,2013,Dec,05:12,58,0,5,Early Morning,Tuesday,2,Weekday
1597,1598,photo,2013-12-03 05:50:00,46,3,0,46,0,0,0,0,0,2013-12-03,2013-12,2013,Dec,05:12,46,0,5,Early Morning,Tuesday,2,Weekday
1598,1599,photo,2013-11-30 03:18:00,183,4,0,183,0,0,0,0,0,2013-11-30,2013-11,2013,Nov,03:11,183,0,3,Late Night,Saturday,6,Weekend
1599,1600,photo,2013-11-27 20:57:00,99,11,0,99,0,0,0,0,0,2013-11-27,2013-11,2013,Nov,20:11,99,0,20,Evening,Wednesday,3,Weekday
1600,1601,photo,2013-11-27 20:56:00,51,0,0,51,0,0,0,0,0,2013-11-27,2013-11,2013,Nov,20:11,51,0,20,Evening,Wednesday,3,Weekday
1601,1602,photo,2013-11-25 06:24:00,92,6,0,92,0,0,0,0,0,2013-11-25,2013-11,2013,Nov,06:11,92,0,6,Early Morning,Monday,1,Weekday
1602,1603,photo,2013-11-25 06:21:00,103,6,0,103,0,0,0,0,0,2013-11-25,2013-11,2013,Nov,06:11,103,0,6,Early Morning,Monday,1,Weekday
1603,1604,photo,2013-11-25 01:22:00,326,9,0,326,0,0,0,0,0,2013-11-25,2013-11,2013,Nov,01:11,326,0,1,Late Night,Monday,1,Weekday
1604,1605,photo,2013-11-20 09:56:00,113,2,0,113,0,0,0,0,0,2013-11-20,2013-11,2013,Nov,09:11,113,0,9,Morning,Wednesday,3,Weekday
1605,1606,photo,2013-11-20 00:24:00,61,0,0,61,0,0,0,0,0,2013-11-20,2013-11,2013,Nov,00:11,61,0,0,Late Night,Wednesday,3,Weekday
1606,1607,photo,2013-11-20 00:16:00,76,3,0,76,0,0,0,0,0,2013-11-20,2013-11,2013,Nov,00:11,76,0,0,Late Night,Wednesday,3,Weekday
1607,1608,photo,2013-11-20 00:15:00,66,1,0,66,0,0,0,0,0,2013-11-20,2013-11,2013,Nov,00:11,66,0,0,Late Night,Wednesday,3,Weekday
1608,1609,video,2013-11-19 10:01:00,638,34,9,638,0,0,0,0,0,2013-11-19,2013-11,2013,Nov,10:11,638,0,10,Morning,Tuesday,2,Weekday
1609,1610,video,2013-11-19 00:02:00,154,0,0,154,0,0,0,0,0,2013-11-19,2013-11,2013,Nov,00:11,154,0,0,Late Night,Tuesday,2,Weekday
1610,1611,video,2013-11-18 23:53:00,95,9,3,95,0,0,0,0,0,2013-11-18,2013-11,2013,Nov,23:11,95,0,23,Late Night,Monday,1,Weekday
1611,1612,photo,2013-11-18 23:39:00,29,0,0,29,0,0,0,0,0,2013-11-18,2013-11,2013,Nov,23:11,29,0,23,Late Night,Monday,1,Weekday
1612,1613,photo,2013-11-18 23:22:00,71,2,1,71,0,0,0,0,0,2013-11-18,2013-11,2013,Nov,23:11,71,0,23,Late Night,Monday,1,Weekday
1613,1614,video,2013-11-18 02:28:00,813,6,0,813,0,0,0,0,0,2013-11-18,2013-11,2013,Nov,02:11,813,0,2,Late Night,Monday,1,Weekday
1614,1615,video,2013-11-18 01:32:00,506,44,7,506,0,0,0,0,0,2013-11-18,2013-11,2013,Nov,01:11,506,0,1,Late Night,Monday,1,Weekday
1615,1616,photo,2013-11-17 22:00:00,68,7,0,68,0,0,0,0,0,2013-11-17,2013-11,2013,Nov,22:11,68,0,22,Night,Sunday,0,Weekend
1616,1617,video,2013-11-17 08:16:00,174,11,0,174,0,0,0,0,0,2013-11-17,2013-11,2013,Nov,08:11,174,0,8,Early Morning,Sunday,0,Weekend
1617,1618,photo,2013-11-17 04:55:00,105,4,0,105,0,0,0,0,0,2013-11-17,2013-11,2013,Nov,04:11,105,0,4,Late Night,Sunday,0,Weekend
1618,1619,photo,2013-11-17 04:44:00,179,11,0,179,0,0,0,0,0,2013-11-17,2013-11,2013,Nov,04:11,179,0,4,Late Night,Sunday,0,Weekend
1619,1620,video,2013-11-16 00:00:00,191,6,0,191,0,0,0,0,0,2013-11-16,2013-11,2013,Nov,00:11,191,0,0,Late Night,Saturday,6,Weekend
1620,1621,video,2013-11-15 22:45:00,203,3,1,203,0,0,0,0,0,2013-11-15,2013-11,2013,Nov,22:11,203,0,22,Night,Friday,5,Weekday
1621,1622,photo,2013-11-15 21:53:00,277,52,2,277,0,0,0,0,0,2013-11-15,2013-11,2013,Nov,21:11,277,0,21,Night,Friday,5,Weekday
1622,1623,video,2013-11-15 20:59:00,62,2,0,62,0,0,0,0,0,2013-11-15,2013-11,2013,Nov,20:11,62,0,20,Evening,Friday,5,Weekday
1623,1624,video,2013-11-15 05:41:00,200,6,0,200,0,0,0,0,0,2013-11-15,2013-11,2013,Nov,05:11,200,0,5,Early Morning,Friday,5,Weekday
1624,1625,photo,2013-11-14 10:47:00,339,30,0,339,0,0,0,0,0,2013-11-14,2013-11,2013,Nov,10:11,339,0,10,Morning,Thursday,4,Weekday
1625,1626,video,2013-11-12 10:29:00,178,10,1,178,0,0,0,0,0,2013-11-12,2013-11,2013,Nov,10:11,178,0,10,Morning,Tuesday,2,Weekday
1626,1627,photo,2013-11-12 08:07:00,23,0,0,23,0,0,0,0,0,2013-11-12,2013-11,2013,Nov,08:11,23,0,8,Early Morning,Tuesday,2,Weekday
1627,1628,video,2013-11-11 19:09:00,65,11,0,65,0,0,0,0,0,2013-11-11,2013-11,2013,Nov,19:11,65,0,19,Evening,Monday,1,Weekday
1628,1629,video,2013-11-11 09:39:00,250,7,6,250,0,0,0,0,0,2013-11-11,2013-11,2013,Nov,09:11,250,0,9,Morning,Monday,1,Weekday
1629,1630,photo,2013-11-08 21:50:00,59,0,0,59,0,0,0,0,0,2013-11-08,2013-11,2013,Nov,21:11,59,0,21,Night,Friday,5,Weekday
1630,1631,video,2013-11-06 11:12:00,110,12,3,110,0,0,0,0,0,2013-11-06,2013-11,2013,Nov,11:11,110,0,11,Morning,Wednesday,3,Weekday
1631,1632,video,2013-11-06 10:37:00,147,13,2,147,0,0,0,0,0,2013-11-06,2013-11,2013,Nov,10:11,147,0,10,Morning,Wednesday,3,Weekday
1632,1633,photo,2013-11-06 06:26:00,62,6,0,62,0,0,0,0,0,2013-11-06,2013-11,2013,Nov,06:11,62,0,6,Early Morning,Wednesday,3,Weekday
1633,1634,video,2013-11-05 09:46:00,686,53,3,686,0,0,0,0,0,2013-11-05,2013-11,2013,Nov,09:11,686,0,9,Morning,Tuesday,2,Weekday
1634,1635,video,2013-11-05 05:09:00,351,5,2,351,0,0,0,0,0,2013-11-05,2013-11,2013,Nov,05:11,351,0,5,Early Morning,Tuesday,2,Weekday
1635,1636,video,2013-11-05 01:29:00,215,12,1,215,0,0,0,0,0,2013-11-05,2013-11,2013,Nov,01:11,215,0,1,Late Night,Tuesday,2,Weekday
1636,1637,video,2013-11-04 10:25:00,100,6,6,100,0,0,0,0,0,2013-11-04,2013-11,2013,Nov,10:11,100,0,10,Morning,Monday,1,Weekday
1637,1638,video,2013-11-04 10:16:00,131,1,1,131,0,0,0,0,0,2013-11-04,2013-11,2013,Nov,10:11,131,0,10,Morning,Monday,1,Weekday
1638,1639,video,2013-11-04 06:10:00,560,22,12,560,0,0,0,0,0,2013-11-04,2013-11,2013,Nov,06:11,560,0,6,Early Morning,Monday,1,Weekday
1639,1640,video,2013-11-03 02:51:00,374,9,16,374,0,0,0,0,0,2013-11-03,2013-11,2013,Nov,02:11,374,0,2,Late Night,Sunday,0,Weekend
1640,1641,video,2013-11-02 23:42:00,559,22,7,559,0,0,0,0,0,2013-11-02,2013-11,2013,Nov,23:11,559,0,23,Late Night,Saturday,6,Weekend
1641,1642,video,2013-11-02 10:32:00,169,6,5,169,0,0,0,0,0,2013-11-02,2013-11,2013,Nov,10:11,169,0,10,Morning,Saturday,6,Weekend
1642,1643,video,2013-11-02 07:39:00,473,9,9,473,0,0,0,0,0,2013-11-02,2013-11,2013,Nov,07:11,473,0,7,Early Morning,Saturday,6,Weekend
1643,1644,video,2013-11-02 07:37:00,58,2,4,58,0,0,0,0,0,2013-11-02,2013-11,2013,Nov,07:11,58,0,7,Early Morning,Saturday,6,Weekend
1644,1645,video,2013-11-02 07:35:00,164,4,9,164,0,0,0,0,0,2013-11-02,2013-11,2013,Nov,07:11,164,0,7,Early Morning,Saturday,6,Weekend
1645,1646,video,2013-11-02 05:51:00,614,24,21,614,0,0,0,0,0,2013-11-02,2013-11,2013,Nov,05:11,614,0,5,Early Morning,Saturday,6,Weekend
1646,1647,video,2013-11-02 03:57:00,211,2,4,211,0,0,0,0,0,2013-11-02,2013-11,2013,Nov,03:11,211,0,3,Late Night,Saturday,6,Weekend
1647,1648,video,2013-11-02 03:55:00,129,9,3,129,0,0,0,0,0,2013-11-02,2013-11,2013,Nov,03:11,129,0,3,Late Night,Saturday,6,Weekend
1648,1649,video,2013-11-02 03:55:00,155,5,9,155,0,0,0,0,0,2013-11-02,2013-11,2013,Nov,03:11,155,0,3,Late Night,Saturday,6,Weekend
1649,1650,video,2013-11-02 03:53:00,438,14,19,438,0,0,0,0,0,2013-11-02,2013-11,2013,Nov,03:11,438,0,3,Late Night,Saturday,6,Weekend
1650,1651,video,2013-11-01 23:55:00,304,20,24,304,0,0,0,0,0,2013-11-01,2013-11,2013,Nov,23:11,304,0,23,Late Night,Friday,5,Weekday
1651,1652,video,2013-11-01 23:44:00,116,2,10,116,0,0,0,0,0,2013-11-01,2013-11,2013,Nov,23:11,116,0,23,Late Night,Friday,5,Weekday
1652,1653,video,2013-11-01 08:39:00,135,1,2,135,0,0,0,0,0,2013-11-01,2013-11,2013,Nov,08:11,135,0,8,Early Morning,Friday,5,Weekday
1653,1654,photo,2013-11-01 01:06:00,115,9,0,115,0,0,0,0,0,2013-11-01,2013-11,2013,Nov,01:11,115,0,1,Late Night,Friday,5,Weekday
1654,1655,photo,2013-10-31 06:39:00,128,3,0,128,0,0,0,0,0,2013-10-31,2013-10,2013,Oct,06:10,128,0,6,Early Morning,Thursday,4,Weekday
1655,1656,photo,2013-10-30 11:20:00,128,3,0,128,0,0,0,0,0,2013-10-30,2013-10,2013,Oct,11:10,128,0,11,Morning,Wednesday,3,Weekday
1656,1657,photo,2013-10-29 08:07:00,55,4,4,55,0,0,0,0,0,2013-10-29,2013-10,2013,Oct,08:10,55,0,8,Early Morning,Tuesday,2,Weekday
1657,1658,photo,2013-10-26 21:14:00,109,1,0,109,0,0,0,0,0,2013-10-26,2013-10,2013,Oct,21:10,109,0,21,Night,Saturday,6,Weekend
1658,1659,photo,2013-10-26 07:09:00,58,0,0,58,0,0,0,0,0,2013-10-26,2013-10,2013,Oct,07:10,58,0,7,Early Morning,Saturday,6,Weekend
1659,1660,photo,2013-10-26 05:28:00,83,0,0,83,0,0,0,0,0,2013-10-26,2013-10,2013,Oct,05:10,83,0,5,Early Morning,Saturday,6,Weekend
1660,1661,photo,2013-10-26 05:27:00,164,6,0,164,0,0,0,0,0,2013-10-26,2013-10,2013,Oct,05:10,164,0,5,Early Morning,Saturday,6,Weekend
1661,1662,video,2013-10-26 00:14:00,210,9,0,210,0,0,0,0,0,2013-10-26,2013-10,2013,Oct,00:10,210,0,0,Late Night,Saturday,6,Weekend
1662,1663,video,2013-10-25 03:24:00,133,17,5,133,0,0,0,0,0,2013-10-25,2013-10,2013,Oct,03:10,133,0,3,Late Night,Friday,5,Weekday
1663,1664,video,2013-10-24 12:36:00,91,6,6,91,0,0,0,0,0,2013-10-24,2013-10,2013,Oct,12:10,91,0,12,Noon,Thursday,4,Weekday
1664,1665,video,2013-10-24 10:13:00,226,13,0,226,0,0,0,0,0,2013-10-24,2013-10,2013,Oct,10:10,226,0,10,Morning,Thursday,4,Weekday
1665,1666,video,2013-10-24 09:56:00,50,3,0,50,0,0,0,0,0,2013-10-24,2013-10,2013,Oct,09:10,50,0,9,Morning,Thursday,4,Weekday
1666,1667,video,2013-10-24 07:32:00,243,0,0,243,0,0,0,0,0,2013-10-24,2013-10,2013,Oct,07:10,243,0,7,Early Morning,Thursday,4,Weekday
1667,1668,video,2013-10-23 14:33:00,113,15,0,113,0,0,0,0,0,2013-10-23,2013-10,2013,Oct,14:10,113,0,14,Noon,Wednesday,3,Weekday
1668,1669,video,2013-10-23 11:49:00,243,5,5,243,0,0,0,0,0,2013-10-23,2013-10,2013,Oct,11:10,243,0,11,Morning,Wednesday,3,Weekday
1669,1670,video,2013-10-23 11:45:00,141,1,1,141,0,0,0,0,0,2013-10-23,2013-10,2013,Oct,11:10,141,0,11,Morning,Wednesday,3,Weekday
1670,1671,video,2013-10-23 10:32:00,130,0,5,130,0,0,0,0,0,2013-10-23,2013-10,2013,Oct,10:10,130,0,10,Morning,Wednesday,3,Weekday
1671,1672,video,2013-10-22 10:28:00,65,2,4,65,0,0,0,0,0,2013-10-22,2013-10,2013,Oct,10:10,65,0,10,Morning,Tuesday,2,Weekday
1672,1673,photo,2013-10-21 02:28:00,3,3,0,3,0,0,0,0,0,2013-10-21,2013-10,2013,Oct,02:10,3,0,2,Late Night,Monday,1,Weekday
1673,1674,photo,2013-10-20 02:48:00,75,3,0,75,0,0,0,0,0,2013-10-20,2013-10,2013,Oct,02:10,75,0,2,Late Night,Sunday,0,Weekend
1674,1675,video,2013-10-19 03:42:00,45,0,1,45,0,0,0,0,0,2013-10-19,2013-10,2013,Oct,03:10,45,0,3,Late Night,Saturday,6,Weekend
1675,1676,video,2013-10-18 11:46:00,177,14,4,177,0,0,0,0,0,2013-10-18,2013-10,2013,Oct,11:10,177,0,11,Morning,Friday,5,Weekday
1676,1677,photo,2013-10-18 07:08:00,45,1,0,45,0,0,0,0,0,2013-10-18,2013-10,2013,Oct,07:10,45,0,7,Early Morning,Friday,5,Weekday
1677,1678,photo,2013-10-18 03:05:00,93,8,0,93,0,0,0,0,0,2013-10-18,2013-10,2013,Oct,03:10,93,0,3,Late Night,Friday,5,Weekday
1678,1679,video,2013-10-18 02:00:00,73,0,2,73,0,0,0,0,0,2013-10-18,2013-10,2013,Oct,02:10,73,0,2,Late Night,Friday,5,Weekday
1679,1680,photo,2013-10-18 00:15:00,82,5,0,82,0,0,0,0,0,2013-10-18,2013-10,2013,Oct,00:10,82,0,0,Late Night,Friday,5,Weekday
1680,1681,video,2013-10-17 21:39:00,89,17,1,89,0,0,0,0,0,2013-10-17,2013-10,2013,Oct,21:10,89,0,21,Night,Thursday,4,Weekday
1681,1682,video,2013-10-17 09:29:00,52,5,3,52,0,0,0,0,0,2013-10-17,2013-10,2013,Oct,09:10,52,0,9,Morning,Thursday,4,Weekday
1682,1683,video,2013-10-17 09:22:00,52,5,3,52,0,0,0,0,0,2013-10-17,2013-10,2013,Oct,09:10,52,0,9,Morning,Thursday,4,Weekday
1683,1684,photo,2013-10-17 01:41:00,32,1,0,32,0,0,0,0,0,2013-10-17,2013-10,2013,Oct,01:10,32,0,1,Late Night,Thursday,4,Weekday
1684,1685,photo,2013-10-17 01:14:00,140,18,0,140,0,0,0,0,0,2013-10-17,2013-10,2013,Oct,01:10,140,0,1,Late Night,Thursday,4,Weekday
1685,1686,photo,2013-10-16 23:32:00,113,5,0,113,0,0,0,0,0,2013-10-16,2013-10,2013,Oct,23:10,113,0,23,Late Night,Wednesday,3,Weekday
1686,1687,video,2013-10-16 12:09:00,1201,86,3,1201,0,0,0,0,0,2013-10-16,2013-10,2013,Oct,12:10,1201,0,12,Noon,Wednesday,3,Weekday
1687,1688,video,2013-10-16 11:41:00,1145,22,4,1145,0,0,0,0,0,2013-10-16,2013-10,2013,Oct,11:10,1145,0,11,Morning,Wednesday,3,Weekday
1688,1689,video,2013-10-16 11:36:00,107,5,5,107,0,0,0,0,0,2013-10-16,2013-10,2013,Oct,11:10,107,0,11,Morning,Wednesday,3,Weekday
1689,1690,photo,2013-10-16 11:14:00,27,5,0,27,0,0,0,0,0,2013-10-16,2013-10,2013,Oct,11:10,27,0,11,Morning,Wednesday,3,Weekday
1690,1691,photo,2013-10-16 10:16:00,101,9,0,101,0,0,0,0,0,2013-10-16,2013-10,2013,Oct,10:10,101,0,10,Morning,Wednesday,3,Weekday
1691,1692,video,2013-10-15 21:01:00,160,8,3,160,0,0,0,0,0,2013-10-15,2013-10,2013,Oct,21:10,160,0,21,Night,Tuesday,2,Weekday
1692,1693,video,2013-10-13 07:40:00,197,20,2,197,0,0,0,0,0,2013-10-13,2013-10,2013,Oct,07:10,197,0,7,Early Morning,Sunday,0,Weekend
1693,1694,photo,2013-10-13 06:30:00,70,3,0,70,0,0,0,0,0,2013-10-13,2013-10,2013,Oct,06:10,70,0,6,Early Morning,Sunday,0,Weekend
1694,1695,video,2013-10-13 02:20:00,88,11,1,88,0,0,0,0,0,2013-10-13,2013-10,2013,Oct,02:10,88,0,2,Late Night,Sunday,0,Weekend
1695,1696,photo,2013-10-13 01:49:00,22,1,0,22,0,0,0,0,0,2013-10-13,2013-10,2013,Oct,01:10,22,0,1,Late Night,Sunday,0,Weekend
1696,1697,video,2013-10-12 10:21:00,265,5,0,265,0,0,0,0,0,2013-10-12,2013-10,2013,Oct,10:10,265,0,10,Morning,Saturday,6,Weekend
1697,1698,photo,2013-10-11 20:57:00,73,4,7,73,0,0,0,0,0,2013-10-11,2013-10,2013,Oct,20:10,73,0,20,Evening,Friday,5,Weekday
1698,1699,photo,2013-10-11 08:23:00,211,2,0,211,0,0,0,0,0,2013-10-11,2013-10,2013,Oct,08:10,211,0,8,Early Morning,Friday,5,Weekday
1699,1700,video,2013-10-11 06:03:00,165,9,0,165,0,0,0,0,0,2013-10-11,2013-10,2013,Oct,06:10,165,0,6,Early Morning,Friday,5,Weekday
1700,1701,video,2013-10-11 01:47:00,190,6,1,190,0,0,0,0,0,2013-10-11,2013-10,2013,Oct,01:10,190,0,1,Late Night,Friday,5,Weekday
1701,1702,video,2013-10-11 00:00:00,83,1,0,83,0,0,0,0,0,2013-10-11,2013-10,2013,Oct,00:10,83,0,0,Late Night,Friday,5,Weekday
1702,1703,photo,2013-10-10 10:25:00,51,1,0,51,0,0,0,0,0,2013-10-10,2013-10,2013,Oct,10:10,51,0,10,Morning,Thursday,4,Weekday
1703,1704,video,2013-10-10 08:49:00,386,15,14,386,0,0,0,0,0,2013-10-10,2013-10,2013,Oct,08:10,386,0,8,Early Morning,Thursday,4,Weekday
1704,1705,video,2013-10-10 00:00:00,135,14,0,135,0,0,0,0,0,2013-10-10,2013-10,2013,Oct,00:10,135,0,0,Late Night,Thursday,4,Weekday
1705,1706,video,2013-10-09 22:38:00,273,35,2,273,0,0,0,0,0,2013-10-09,2013-10,2013,Oct,22:10,273,0,22,Night,Wednesday,3,Weekday
1706,1707,video,2013-10-09 12:43:00,87,25,4,87,0,0,0,0,0,2013-10-09,2013-10,2013,Oct,12:10,87,0,12,Noon,Wednesday,3,Weekday
1707,1708,video,2013-10-09 00:40:00,240,30,2,240,0,0,0,0,0,2013-10-09,2013-10,2013,Oct,00:10,240,0,0,Late Night,Wednesday,3,Weekday
1708,1709,photo,2013-10-08 07:26:00,47,1,0,47,0,0,0,0,0,2013-10-08,2013-10,2013,Oct,07:10,47,0,7,Early Morning,Tuesday,2,Weekday
1709,1710,video,2013-10-07 10:35:00,23,7,16,23,0,0,0,0,0,2013-10-07,2013-10,2013,Oct,10:10,23,0,10,Morning,Monday,1,Weekday
1710,1711,photo,2013-10-05 00:03:00,84,4,0,84,0,0,0,0,0,2013-10-05,2013-10,2013,Oct,00:10,84,0,0,Late Night,Saturday,6,Weekend
1711,1712,photo,2013-10-03 12:48:00,18,0,0,18,0,0,0,0,0,2013-10-03,2013-10,2013,Oct,12:10,18,0,12,Noon,Thursday,4,Weekday
1712,1713,photo,2013-10-02 01:27:00,59,5,0,59,0,0,0,0,0,2013-10-02,2013-10,2013,Oct,01:10,59,0,1,Late Night,Wednesday,3,Weekday
1713,1714,photo,2013-09-29 01:15:00,44,0,0,44,0,0,0,0,0,2013-09-29,2013-09,2013,Sep,01:09,44,0,1,Late Night,Sunday,0,Weekend
1714,1715,photo,2013-09-28 21:51:00,28,0,0,28,0,0,0,0,0,2013-09-28,2013-09,2013,Sep,21:09,28,0,21,Night,Saturday,6,Weekend
1715,1716,photo,2013-09-28 21:48:00,30,1,0,30,0,0,0,0,0,2013-09-28,2013-09,2013,Sep,21:09,30,0,21,Night,Saturday,6,Weekend
1716,1717,photo,2013-09-25 09:05:00,39,2,0,39,0,0,0,0,0,2013-09-25,2013-09,2013,Sep,09:09,39,0,9,Morning,Wednesday,3,Weekday
1717,1718,photo,2013-09-25 03:29:00,17,0,1,17,0,0,0,0,0,2013-09-25,2013-09,2013,Sep,03:09,17,0,3,Late Night,Wednesday,3,Weekday
1718,1719,photo,2013-09-24 07:16:00,74,15,1,74,0,0,0,0,0,2013-09-24,2013-09,2013,Sep,07:09,74,0,7,Early Morning,Tuesday,2,Weekday
1719,1720,photo,2013-09-22 09:21:00,68,6,0,68,0,0,0,0,0,2013-09-22,2013-09,2013,Sep,09:09,68,0,9,Morning,Sunday,0,Weekend
1720,1721,photo,2013-09-17 00:59:00,65,2,10,65,0,0,0,0,0,2013-09-17,2013-09,2013,Sep,00:09,65,0,0,Late Night,Tuesday,2,Weekday
1721,1722,photo,2013-09-12 04:12:00,52,2,0,52,0,0,0,0,0,2013-09-12,2013-09,2013,Sep,04:09,52,0,4,Late Night,Thursday,4,Weekday
1722,1723,photo,2013-09-12 02:34:00,78,8,0,78,0,0,0,0,0,2013-09-12,2013-09,2013,Sep,02:09,78,0,2,Late Night,Thursday,4,Weekday
1723,1724,photo,2013-09-12 01:34:00,28,3,0,28,0,0,0,0,0,2013-09-12,2013-09,2013,Sep,01:09,28,0,1,Late Night,Thursday,4,Weekday
1724,1725,photo,2013-09-11 21:38:00,63,5,0,63,0,0,0,0,0,2013-09-11,2013-09,2013,Sep,21:09,63,0,21,Night,Wednesday,3,Weekday
1725,1726,photo,2013-09-11 03:42:00,19,24,0,19,0,0,0,0,0,2013-09-11,2013-09,2013,Sep,03:09,19,0,3,Late Night,Wednesday,3,Weekday
1726,1727,photo,2013-09-11 03:34:00,21,22,0,21,0,0,0,0,0,2013-09-11,2013-09,2013,Sep,03:09,21,0,3,Late Night,Wednesday,3,Weekday
1727,1728,photo,2013-09-11 02:56:00,77,12,0,77,0,0,0,0,0,2013-09-11,2013-09,2013,Sep,02:09,77,0,2,Late Night,Wednesday,3,Weekday
1728,1729,video,2013-09-11 02:05:00,137,3,1,137,0,0,0,0,0,2013-09-11,2013-09,2013,Sep,02:09,137,0,2,Late Night,Wednesday,3,Weekday
1729,1730,photo,2013-09-11 00:12:00,537,16,1,537,0,0,0,0,0,2013-09-11,2013-09,2013,Sep,00:09,537,0,0,Late Night,Wednesday,3,Weekday
1730,1731,photo,2013-09-10 23:42:00,57,5,1,57,0,0,0,0,0,2013-09-10,2013-09,2013,Sep,23:09,57,0,23,Late Night,Tuesday,2,Weekday
1731,1732,video,2013-09-10 04:07:00,144,11,0,144,0,0,0,0,0,2013-09-10,2013-09,2013,Sep,04:09,144,0,4,Late Night,Tuesday,2,Weekday
1732,1733,photo,2013-09-09 10:13:00,13,1,0,13,0,0,0,0,0,2013-09-09,2013-09,2013,Sep,10:09,13,0,10,Morning,Monday,1,Weekday
1733,1734,photo,2013-09-09 10:12:00,10,0,0,10,0,0,0,0,0,2013-09-09,2013-09,2013,Sep,10:09,10,0,10,Morning,Monday,1,Weekday
1734,1735,video,2013-09-04 22:31:00,108,5,0,108,0,0,0,0,0,2013-09-04,2013-09,2013,Sep,22:09,108,0,22,Night,Wednesday,3,Weekday
1735,1736,photo,2013-09-03 02:57:00,49,0,0,49,0,0,0,0,0,2013-09-03,2013-09,2013,Sep,02:09,49,0,2,Late Night,Tuesday,2,Weekday
1736,1737,photo,2013-09-01 05:26:00,1,0,0,1,0,0,0,0,0,2013-09-01,2013-09,2013,Sep,05:09,1,0,5,Early Morning,Sunday,0,Weekend
1737,1738,photo,2013-08-28 02:04:00,29,1,0,29,0,0,0,0,0,2013-08-28,2013-08,2013,Aug,02:08,29,0,2,Late Night,Wednesday,3,Weekday
